trade_date,model,top_n,daily_return,cumulative_nav,turnover,drawdown
2016-10-25,tucker,5,-0.003659577420551896,0.9963404225794481,1.0,-0.003659577420551896
2016-10-26,tucker,5,-0.005197135193345193,0.9911623067047081,0.0,-0.008837693295291937
2016-10-27,tucker,5,0.002121877623940449,0.9932654318249979,0.0,-0.006734568175002065
2016-10-28,tucker,5,-0.0060942766974465545,0.9872121974494477,0.0,-0.01278780255055234
2016-10-31,tucker,5,-0.005138998153775542,0.9821389157893703,0.0,-0.017861084210629707
2016-11-01,tucker,5,0.0007234883370912159,0.9828494818403474,0.0,-0.017150518159652628
2016-11-02,tucker,5,0.003504336727884483,0.9862937173775427,0.0,-0.013706282622457322
2016-11-03,tucker,5,0.00974799160391666,0.9959081002535347,0.0,-0.004091899746465288
2016-11-04,tucker,5,0.013976945686781405,1.009827853679804,0.0,0.0
2016-11-07,tucker,5,0.011714585759352003,1.0216575686739184,0.0,0.0
2016-11-08,tucker,5,0.003128074441136719,1.024853389602081,0.0,0.0
2016-11-09,tucker,5,0.008718614789321632,1.0337886915215522,0.0,0.0
2016-11-10,tucker,5,-0.0011039920201683317,1.032647397055572,0.0,-0.0011039920201684206
2016-11-11,tucker,5,-0.003489636173246402,1.0290438333445981,0.0,-0.004589775662926288
2016-11-14,tucker,5,0.005024750327538308,1.0342145216832477,0.0,0.0
2016-11-15,tucker,5,0.01029695282570251,1.0448637798246765,0.0,0.0
2016-11-16,tucker,5,0.02129628181451295,1.0671154933376001,0.0,0.0
2016-11-17,tucker,5,0.025052824722378776,1.0938497507507217,0.0,0.0
2016-11-18,tucker,5,0.0365901391749965,1.1338738653672258,0.0,0.0
2016-11-21,tucker,5,0.022001682069992156,1.1588209976605086,0.0,0.0
2016-11-22,tucker,5,0.0365685527224298,1.2011974044093157,0.0,0.0
2016-11-23,tucker,5,0.017122764576346493,1.2217652247747348,0.0,0.0
2016-11-24,tucker,5,0.020138013747697414,1.246369149667707,0.0,0.0
2016-11-25,tucker,5,0.012085146743885545,1.2614317037384932,0.0,0.0
2016-11-28,tucker,5,0.015380458684903075,1.28083310194167,0.0,0.0
2016-11-29,tucker,5,-0.007686695873154181,1.2709877274227759,0.0,-0.00768669587315407
2016-11-30,tucker,5,-0.0022084716264432645,1.2681807870892052,0.0,-0.009878191649860257
2016-12-01,tucker,5,0.0015915325323862417,1.270199138068805,0.0,-0.00830238058084598
2016-12-02,tucker,5,0.010972355951965173,1.2841362151415752,0.0,0.0
2016-12-05,tucker,5,0.015531955772955497,1.3040813620416045,0.0,0.0
2016-12-06,tucker,5,0.015417318484254938,1.3241867997295809,0.0,0.0
2016-12-07,tucker,5,0.022098319655858532,1.3534491029140736,0.0,0.0
2016-12-08,tucker,5,-0.024010208530642063,1.3209525077174962,0.0,-0.024010208530642174
2016-12-09,tucker,5,-0.03611316222523997,1.2732487355144566,0.0,-0.05925628620015322
2016-12-12,tucker,5,-0.042972989200181,1.2185334313540497,0.0,-0.09968285565341228
2016-12-13,tucker,5,-0.04460321007880197,1.1641829287273215,0.0,-0.13983989038025024
2016-12-14,tucker,5,-0.04346050649518054,1.1135869489917896,0.0,-0.17722288441127454
2016-12-15,tucker,5,-0.006258070967886775,1.1066180428360863,0.0,-0.182371881991382
2016-12-16,tucker,5,-0.010602489146720595,1.0948851370473516,0.0,-0.19104077523862195
2016-12-19,tucker,5,-0.0021806558416336717,1.0924975693773313,0.0,-0.1928048368977413
2016-12-20,tucker,5,-0.0025028472053931993,1.0897632148889165,0.0,-0.1948251230559187
2016-12-21,tucker,5,-0.008729780600817616,1.0802498211160945,0.0,-0.20185412307693096
2016-12-22,tucker,5,-0.01962282433588085,1.0590522686374666,0.0,-0.21751599941419986
2016-12-23,tucker,5,-0.007238768740441892,1.0513860341807595,0.0,-0.22318022013753636
2016-12-26,tucker,5,0.0,1.0513860341807595,0.0,-0.22318022013753636
2016-12-27,tucker,5,0.0,1.0513860341807595,0.0,-0.22318022013753636
2016-12-28,tucker,5,0.0,1.0513860341807595,0.0,-0.22318022013753636
2016-12-29,tucker,5,0.0,1.0513860341807595,0.0,-0.22318022013753636
2016-12-30,tucker,5,0.0,1.0513860341807595,0.0,-0.22318022013753636
