model,exposure_type,name,weight
cp,industry,C32有色金属冶炼和压延加工业,0.15833333333333333
cp,industry,G55水上运输业,0.15833333333333333
cp,industry,C39计算机、通信和其他电子设备制造业,0.15833333333333333
cp,industry,C35专用设备制造业,0.15833333333333333
cp,industry,J67资本市场服务,0.15833333333333333
cp,industry,J66货币金融服务,0.08333333333333333
cp,industry,B07石油和天然气开采业,0.041666666666666664
cp,industry,C38电气机械和器材制造业,0.041666666666666664
cp,industry,C31黑色金属冶炼和压延加工业,0.041666666666666664
cp,style,quality_factor,0.6791666666666667
cp,style,value_factor,0.32083333333333336
