model,exposure_type,name,weight
pca,industry,C39计算机、通信和其他电子设备制造业,0.253125
pca,industry,I65软件和信息技术服务业,0.14895833333333333
pca,industry,C31黑色金属冶炼和压延加工业,0.09375
pca,industry,L72商务服务业,0.08020833333333334
pca,industry,E48土木工程建筑业,0.04479166666666667
pca,industry,I64互联网和相关服务,0.041666666666666664
pca,industry,C34通用设备制造业,0.03854166666666667
pca,industry,C17纺织业,0.035416666666666666
pca,industry,C27医药制造业,0.034375
pca,industry,G56航空运输业,0.030208333333333334
pca,industry,P83教育,0.027083333333333334
pca,industry,C38电气机械和器材制造业,0.026041666666666668
pca,industry,C35专用设备制造业,0.025
pca,industry,C36汽车制造业,0.022916666666666665
pca,industry,J67资本市场服务,0.021875
pca,industry,R87广播、电视、电影和录音制作业,0.016666666666666666
pca,industry,K70房地产业,0.013541666666666667
pca,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.0125
pca,industry,D44电力、热力生产和供应业,0.010416666666666666
pca,industry,C25石油、煤炭及其他燃料加工业,0.009375
pca,industry,M74专业技术服务业,0.004166666666666667
pca,industry,N77生态保护和环境治理业,0.004166666666666667
pca,industry,C13农副食品加工业,0.0020833333333333333
pca,industry,C32有色金属冶炼和压延加工业,0.0010416666666666667
pca,industry,C26化学原料和化学制品制造业,0.0010416666666666667
pca,industry,R86新闻和出版业,0.0010416666666666667
pca,style,quality_factor,0.90625
pca,style,momentum_factor,0.078125
pca,style,volatility_factor,0.015625
