model,exposure_type,name,weight
cp,industry,J66货币金融服务,0.37916666666666665
cp,industry,C31黑色金属冶炼和压延加工业,0.12916666666666668
cp,industry,C38电气机械和器材制造业,0.11666666666666667
cp,industry,C36汽车制造业,0.11666666666666667
cp,industry,C39计算机、通信和其他电子设备制造业,0.08333333333333333
cp,industry,B07石油和天然气开采业,0.07916666666666666
cp,industry,C32有色金属冶炼和压延加工业,0.06666666666666667
cp,industry,G55水上运输业,0.016666666666666666
cp,industry,J67资本市场服务,0.008333333333333333
cp,industry,C35专用设备制造业,0.004166666666666667
cp,style,volatility_factor,0.7083333333333334
cp,style,value_factor,0.22083333333333333
cp,style,quality_factor,0.07083333333333333
