trade_date,model,cumulative_nav,drawdown
2017-10-24,cp,1.0150625658024905,0.0
2017-10-25,cp,1.0218618927831649,0.0
2017-10-26,cp,1.0272499785196287,0.0
2017-10-27,cp,1.0298232112180625,0.0
2017-10-30,cp,1.0288563205077195,-0.0009388899956910279
2017-10-31,cp,1.0193349339414006,-0.01018454154306403
2017-11-01,cp,1.0216534541265132,-0.00793316464666416
2017-11-02,cp,1.033188886455308,0.0
2017-11-03,cp,1.0565397828667253,0.0
2017-11-06,cp,1.0661937661376897,0.0
2017-11-07,cp,1.0712714882837437,0.0
2017-11-08,cp,1.0614859411947184,-0.009134516503097156
2017-11-09,cp,1.0469161455283826,-0.022734986435959503
2017-11-10,cp,1.034109621678436,-0.0346894946908779
2017-11-13,cp,1.019365580468016,-0.048452617644930474
2017-11-14,cp,1.0219042609375042,-0.04608283510404021
2017-11-15,cp,1.0471266752527233,-0.022538463214121562
2017-11-16,cp,1.0418026846936057,-0.027508249694341513
2017-11-17,cp,1.031694263556877,-0.036944159496181794
2017-11-20,cp,1.0069103631542669,-0.06007919172066101
2017-11-21,cp,0.9806300563587655,-0.08461107470543483
2017-11-22,cp,0.9448260089863537,-0.11803308561862791
2017-11-23,cp,0.9310247342986331,-0.13091616412735518
2017-11-24,cp,0.9113265490447678,-0.14930383286427196
2017-11-27,cp,0.9021005020334624,-0.1579160727233634
2017-11-28,cp,0.8989148269770406,-0.16088980542442255
2017-11-29,cp,0.8916463111710015,-0.1676747482568729
2017-11-30,cp,0.8865750623129767,-0.17240860789328427
2017-12-01,cp,0.8777505838375084,-0.18064599549482097
2017-12-04,cp,0.8860983071676568,-0.1728536446094987
2017-12-05,cp,0.8706509729231993,-0.18727327064585042
2017-12-06,cp,0.878505657282114,-0.17994115694281643
2017-12-07,cp,0.8884082259605579,-0.17069740427437896
2017-12-08,cp,0.8963926725807401,-0.16324416136862985
2017-12-11,cp,0.8881565746191413,-0.17093231329993308
2017-12-12,cp,0.9031754153445217,-0.15691267319036406
2017-12-13,cp,0.9071979576957734,-0.15315774981636854
2017-12-14,cp,0.9159244621141474,-0.14501181807654928
2017-12-15,cp,0.9247434393113337,-0.13677956575429706
2017-12-18,cp,0.9320883518780527,-0.12992330882311887
2017-12-19,cp,0.9491337728781145,-0.11401191643894393
2017-12-20,cp,0.9490906752242656,-0.11405214681408249
2017-12-21,cp,0.9452301746784191,-0.11765580899315464
2017-12-22,cp,0.9601533292516091,-0.10372548905427714
2017-12-25,cp,0.9749120447353573,-0.08994866810350888
2017-12-26,cp,0.9938848498805304,-0.07223812007467167
2017-12-27,cp,1.0184361722992432,-0.04932019246507402
2017-12-28,cp,1.0400211177283065,-0.029171289348419616
2017-12-29,cp,1.0477549847534096,-0.02195195502496694
