trade_date,model,top_n,daily_return,cumulative_nav,turnover,drawdown
2021-10-27,cp,5,-0.049569201911680794,0.9504307980883192,1.0,-0.049569201911680794
2021-10-28,cp,5,-0.01431697412345725,0.9368235049459519,0.0,-0.0631764950540481
2021-10-29,cp,5,-0.04660147682101971,0.8931661460948267,0.19999999999999996,-0.1068338539051733
2021-11-01,cp,5,-0.006310514395537514,0.8875298082722886,0.19999999999999996,-0.11247019172771144
2021-11-02,cp,5,0.02589234521413921,0.9105100364559136,0.19999999999999996,-0.08948996354408645
2021-11-03,cp,5,0.0043321596812937015,0.9144545113252611,0.19999999999999996,-0.08554548867473888
2021-11-04,cp,5,-0.007382239569493465,0.907703789047254,0.4,-0.09229621095274598
2021-11-05,cp,5,0.009069780989621657,0.9159364636173624,0.19999999999999996,-0.08406353638263764
2021-11-08,cp,5,-0.02885152461873066,0.889510300188113,0.19999999999999996,-0.11048969981188705
2021-11-09,cp,5,-0.06531278858483347,0.831413902007895,0.19999999999999996,-0.168586097992105
2021-11-10,cp,5,-0.006097017679016781,0.8263447567487725,0.19999999999999996,-0.1736552432512275
2021-11-11,cp,5,-0.018310637296756728,0.8112138576258691,0.19999999999999996,-0.18878614237413094
2021-11-12,cp,5,0.003096969772894953,0.8137261624222898,0.4,-0.1862738375777102
2021-11-15,cp,5,-0.0009992523019069165,0.8129130446813675,0.0,-0.1870869553186325
2021-11-16,cp,5,0.0033250985044770863,0.8156160606305074,0.4,-0.1843839393694926
2021-11-17,cp,5,3.766046012274593e-05,0.8156467771066341,0.19999999999999996,-0.18435322289336586
2021-11-18,cp,5,0.014190030648953567,0.8272208298724975,0.19999999999999996,-0.17277917012750255
2021-11-19,cp,5,-0.022739146923844468,0.8084105338835622,0.19999999999999996,-0.1915894661164378
2021-11-22,cp,5,0.00012485188354955935,0.8085114654613988,0.6,-0.19148853453860115
2021-11-23,cp,5,0.00422765202870441,0.8119295705985875,0.4,-0.1880704294014125
2021-11-24,cp,5,0.021272584389148454,0.8292014109071909,0.0,-0.1707985890928091
2021-11-25,cp,5,0.011523490109906808,0.8387567051649008,0.19999999999999996,-0.16124329483509925
2021-11-26,cp,5,0.010027138765665744,0.8471670350382217,1.0,-0.15283296496177834
2021-11-29,cp,5,0.01435624418839918,0.8593291718615924,0.19999999999999996,-0.1406708281384076
2021-11-30,cp,5,0.0202787728417531,0.8767553129340654,0.0,-0.12324468706593461
2021-12-01,cp,5,0.025381588211739924,0.8990087552494129,0.0,-0.10099124475058707
2021-12-02,cp,5,0.023788588638794118,0.9203949047107155,0.0,-0.0796050952892845
2021-12-03,cp,5,0.01894283424358334,0.9378297928292892,0.0,-0.062170207170710756
2021-12-06,cp,5,0.02175116623776796,0.9582286845558508,0.19999999999999996,-0.04177131544414925
2021-12-07,cp,5,0.004973564968009847,0.9629944971726999,0.19999999999999996,-0.037005502827300085
2021-12-08,cp,5,-0.006980684446201946,0.9562721364645084,0.19999999999999996,-0.04372786353549163
2021-12-09,cp,5,-0.01965360457562324,0.9374779420277485,0.19999999999999996,-0.06252205797225152
2021-12-10,cp,5,-0.009316717811109387,0.9287437245877364,0.19999999999999996,-0.07125627541226365
2021-12-13,cp,5,-0.03278099303580766,0.8982985830199758,0.19999999999999996,-0.10170141698002422
2021-12-14,cp,5,-0.006608350766166393,0.8923623108906296,0.19999999999999996,-0.10763768910937044
2021-12-15,cp,5,-0.012507282105155771,0.8812012837283117,0.0,-0.11879871627168825
2021-12-16,cp,5,0.009339224010424908,0.8894310199153244,1.0,-0.11056898008467564
2021-12-17,cp,5,-0.005448055440248711,0.8845853504085487,0.19999999999999996,-0.11541464959145131
2021-12-20,cp,5,0.003841160827387413,0.8879831850050187,0.4,-0.11201681499498128
2021-12-21,cp,5,-0.002821415949552919,0.8854778150839108,0.4,-0.11452218491608923
2021-12-22,cp,5,0.00535313977420282,0.8902179015950107,0.19999999999999996,-0.10978209840498931
2021-12-23,cp,5,0.00835924898316549,0.8976594546837144,0.19999999999999996,-0.10234054531628556
2021-12-24,cp,5,0.015395133347310842,0.9114790416890445,0.0,-0.08852095831095552
2021-12-27,cp,5,0.013830015698682207,0.9240848111446237,0.0,-0.07591518885537629
2021-12-28,cp,5,0.0054122852034532935,0.9290862216947177,0.6,-0.07091377830528234
2021-12-29,cp,5,-0.0012487139065917585,0.9279260588092647,0.6,-0.07207394119073529
2021-12-30,cp,5,0.010704330756537383,0.9378588862603692,0.0,-0.06214111373963083
2021-12-31,cp,5,-0.01979988018375034,0.9192893926831484,0.19999999999999996,-0.08071060731685165
