model,exposure_type,name,weight
pca,industry,J66货币金融服务,0.23333333333333334
pca,industry,C31黑色金属冶炼和压延加工业,0.09375
pca,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.06875
pca,industry,C39计算机、通信和其他电子设备制造业,0.05520833333333333
pca,industry,E48土木工程建筑业,0.05416666666666667
pca,industry,J67资本市场服务,0.052083333333333336
pca,industry,C36汽车制造业,0.04791666666666667
pca,industry,K70房地产业,0.04583333333333333
pca,industry,C26化学原料和化学制品制造业,0.040625
pca,industry,L72商务服务业,0.03854166666666667
pca,industry,B06煤炭开采和洗选业,0.036458333333333336
pca,industry,I65软件和信息技术服务业,0.036458333333333336
pca,industry,F51批发业,0.03125
pca,industry,C18纺织服装、服饰业,0.029166666666666667
pca,industry,C35专用设备制造业,0.026041666666666668
pca,industry,J68保险业,0.01875
pca,industry,I64互联网和相关服务,0.015625
pca,industry,C27医药制造业,0.015625
pca,industry,C30非金属矿物制品业,0.010416666666666666
pca,industry,C28化学纤维制造业,0.009375
pca,industry,R86新闻和出版业,0.009375
pca,industry,C22造纸和纸制品业,0.00625
pca,industry,J69其他金融业,0.005208333333333333
pca,industry,M74专业技术服务业,0.004166666666666667
pca,industry,N77生态保护和环境治理业,0.004166666666666667
pca,industry,C40仪器仪表制造业,0.004166666666666667
pca,industry,C34通用设备制造业,0.004166666666666667
pca,industry,C29橡胶和塑料制品业,0.0020833333333333333
pca,industry,C33金属制品业,0.0010416666666666667
pca,style,quality_factor,0.8302083333333333
pca,style,volatility_factor,0.128125
pca,style,momentum_factor,0.040625
pca,style,value_factor,0.0010416666666666667
